Individual,Species,Disp,Dispyr,Dispsex,Tag Code,Spawner Id,Spawner Lg (Mm),Spawner Wt (G),Rearing,Prepittag/Pittag Date,Fieldidtype,Fieldid,Rear,Pit Length,Pit Weight,Prepit Pool,Postpit Pool,Group,Individual At Pit-Tagging,Pool,Comment,Mortality Date,Mortality Length,Mortality Weight,Mortality Id,Mortalitysex,Comment,4/21/16 Length,4/21/16 Weight,Pool,Vaccinated 4/21/16,9/29/16 Length,9/29/16 Weight,9/29/16 Pool,1/12/17 Length,1/12/17 Weight,1/12/17 Pool,3yo Maturity Sorta Date,3yo Maturity Sorta Length,3yo Maturity Sorta Weight,3yo Maturity Sorta Sex,3yo Maturity Sorta Pool,3yo Maturity Sorta Tote,3yo Maturity Sorta Note,3yo Maturity Sortb Date,3yo Maturity Sortb Length,3yo Maturity Sortb Weight,3yo Maturity Sortb Sex,3yo Maturity Sortb Pool,3yo Maturity Sortb Tote,3yo Maturity Sortb Note,4yo Maturity Sorta Date,4yo Maturity Sorta Length,4yo Maturity Sorta Weight,4yo Maturity Sorta Sex,4yo Maturity Sorta Pool,4yo Maturity Sorta Tote,4yo Maturity Sorta Comment,4yo Maturity Sortb Date,4yo Maturity Sortb Sex,4yo Maturity Sortb Tote,Record Number,Accessed Date,Source Url,Preferred Citation
OneNOAA14BCB_0933,15,3YO SPAWNER,2017,female,3DD.007781A9FA,F2,445,1062,FW,2016-02-25 00:00:00,Cell#,0933,H,193,88.5,2,2,B,0933,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,437,1083,female,15,15,tetany?,,,,,,,,,,,,,,,,,,Row 1052 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0934,15,4yo SPAWNER,2018,male,3DD.00778172D8,,375,1276,FW,2016-02-25 00:00:00,Cell#,0934,H,151,45.8,2,2,B,0934,,DEFORMED CAUD PED,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,289,482,imm,15,6,scol,,,,,,,,2018-07-05 00:00:00,357,1030,female,6,9,"scol, BCH 2nd year",,,,Row 1053 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0935,15,3yo Redfish Lake Release,2017,female,3DD.007781A92B,,,,FW,2016-02-25 00:00:00,Cell#,0935,H,196,103.4,2,2,B,0935,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,441,1100,female,14,14,,,,,,,,,,,,,,,,,,,Row 1054 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0936,15,MORT post release Pettit Lake,2017,male,3DD.00777FCF23,MORT POST RELEASE Pettit Lake,,,FW,2016-02-25 00:00:00,Cell#,0936,H,170,54.3,2,2,B,0936,,,,,,,,,,,,,,,,365,657,14 to 15,2017-07-12 00:00:00,429,968,male,15,15,,,,,,,,,,,,,,,,,,,Row 1055 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0937,15,3yo Redfish Lake Release,2017,male,3DD.0077812D25,,,,FW,2016-02-25 00:00:00,Cell#,0937,H,184,67.6,2,2,B,0937,,,,,,,,,,,,,328,422,14,,,,2017-07-12 00:00:00,454,1119,male,14,14,scol,,,,,,,,,,,,,,,,,,Row 1056 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0938,15,3yo Redfish Lake Release,2017,female,3DD.0077812144,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0938,H,171,49.2,2,2,B,0938,,,,,,,,,,,,,304,366,14,,,,2017-07-12 00:00:00,446,1113,female,14,14,,,,,,,,,,,,,,,,,,,Row 1057 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0939,15,3yo Redfish Lake Release,2017,male,3DD.007780E427,,,,FW,2016-02-25 00:00:00,Cell#,0939,H,177,66.8,2,2,B,0939,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,424,1060,male,14,14,,,,,,,,,,,,,,,,,,,Row 1058 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0940,15,3yo Pettit Lake Release,2017,male,3DD.0077802D20,,,,FW,2016-02-25 00:00:00,Cell#,0940,H,180,70.1,2,2,B,0940,,,,,,,,,,,,,272,271,14,,,,2017-07-12 00:00:00,421,1048,male,15,15,,,,,,,,,,,,,,,,,,,Row 1059 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0941,15,3yo Redfish Lake Release,2017,male,3DD.00778064C8,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0941,H,172,62.3,2,2,B,0941,,,,,,,,,201,102,2,n,,,,,,,2017-07-12 00:00:00,399,863,male,15,15,,,,,,,,,,,,,,,,,,,Row 1060 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0942,15,3yo Pettit Lake Release,2017,female,3DD.007781A9FB,,,,FW,2016-02-25 00:00:00,Cell#,0942,H,145,33.3,2,2,B,0942,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,431,1052,female,14,14,,,,,,,,,,,,,,,,,,,Row 1061 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0943,15,3YO SPAWNER,2017,male,3DD.0077818AE1,,502,1565,FW,2016-02-25 00:00:00,Cell#,0943,H,228,151.8,2,2,B,0943,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,480,1476,male,14,14,,,,,,,,,,,,,,,,,,,Row 1062 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0944,15,3yo Redfish Lake Release,2017,male,3DD.007781C3CF,,,,FW,2016-02-25 00:00:00,Cell#,0944,H,183,70.9,2,2,B,0944,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,455,1231,male,14,14,,,,,,,,,,,,,,,,,,,Row 1063 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0945,15,3yo Redfish Lake Release,2017,female,3DD.0077804A8E,,,,FW,2016-02-25 00:00:00,Cell#,0945,H,175,61,2,2,B,0945,,,,,,,,,212,111,2,n,312,387,14,,,,2017-07-12 00:00:00,466,1282,female,15,15,,,,,,,,,,,,,,,,,,,Row 1064 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0946,15,3yo Redfish Lake Release,2017,male,3DD.007781104B,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0946,H,165,52.9,2,2,B,0946,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,441,1188,male,14,14,"grainy, like eggs",,,,,,,,,,,,,,,,,,Row 1065 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0947,15,3yo Redfish Lake Release,2017,male,3DD.00778DB20F,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0947,H,185,76.2,2,2,B,0947,,,,,,,,,224,133,2,n,,,,,,,2017-07-12 00:00:00,381,709,male,15,15,or imm female,,,,,,,,,,,,,,,,,,Row 1066 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0948,15,3YO SPAWNER,2017,male,3DD.00778D7DE5,,426,1047,FW,2016-02-25 00:00:00,Cell#,0948,H,176,65.9,2,2,B,0948,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,445,1195,male,14,14,,,,,,,,,,,,,,,,,,,Row 1067 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0949,15,3yo Pettit Lake Release,2017,female,3DD.00778082BB,,,,FW,2016-02-25 00:00:00,Cell#,0949,H,160,42.5,2,2,B,0949,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,441,1090,female,14,14,,,,,,,,,,,,,,,,,,,Row 1068 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0950,15,MORT,2017,,3DD.007780B07A,,,,FW,2016-02-25 00:00:00,Cell#,0950,H,170,57.6,2,2,B,0950,,,2017-01-28 00:00:00,372,755,15-1,FEMALE,"IMM, CULL",208,112,2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 1069 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0951,15,3yo Redfish Lake Release,2017,female,3DD.0077810E4A,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0951,H,190,81.9,2,2,B,0951,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,472,1376,female,15,15,,,,,,,,,,,,,,,,,,,Row 1070 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0952,15,3yo Redfish Lake Release,2017,female,3DD.007780B3BC,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0952,H,181,67.9,2,2,B,0952,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,465,1344,female,15,15,,,,,,,,,,,,,,,,,,,Row 1071 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0953,15,3yo Redfish Lake Release,2017,male,3DD.007781861E,,,,FW,2016-02-25 00:00:00,Cell#,0953,H,203,100.9,2,2,B,0953,,,,,,,,,232,155,2,n,,,,,,,2017-07-12 00:00:00,454,1273,male,15,15,,,,,,,,,,,,,,,,,,,Row 1072 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0954,15,3yo Redfish Lake Release,2017,male,3DD.00778020DF,2nd RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0954,H,204,106.6,2,2,B,0954,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,470,1434,male,14,14,,,,,,,,,,,,,,,,,,,Row 1073 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0955,15,3yo Redfish Lake Release,2017,male,3DD.007781D8A7,,,,FW,2016-02-25 00:00:00,Cell#,0955,H,203,101.4,2,2,B,0955,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,439,1115,male,15,15,,,,,,,,,,,,,,,,,,,Row 1074 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0956,15,3yo Redfish Lake Release,2017,male,3DD.00778106A8,,,,FW,2016-02-25 00:00:00,Cell#,0956,H,165,45.5,2,2,B,0956,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,471,1323,male,15,15,,,,,,,,,,,,,,,,,,,Row 1075 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0957,15,3yo Redfish Lake Release,2017,male,3DD.007780BF50,2nd RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0957,H,175,61.2,2,2,B,0957,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,443,1183,male,15,15,,,,,,,,,,,,,,,,,,,Row 1076 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0958,15,3yo Pettit Lake Release,2017,male,3DD.0077818619,,,,FW,2016-02-25 00:00:00,Cell#,0958,H,162,53,2,2,B,0958,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,399,913,male,15,15,,,,,,,,,,,,,,,,,,,Row 1077 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0959,15,3yo Redfish Lake Release,2017,female,3DD.0077803F07,2nd RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0959,H,187,89.3,2,2,B,0959,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,424,1035,female,15,15,,,,,,,,,,,,,,,,,,,Row 1078 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0960,15,3yo Redfish Lake Release,2017,male,3DD.007781C322,,,,FW,2016-02-25 00:00:00,Cell#,0960,H,162,46,2,2,B,0960,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,439,1242,male,15,15,,,,,,,,,,,,,,,,,,,Row 1079 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0961,15,3yo Redfish Lake Release,2017,female,3DD.007781D9DA,,,,FW,2016-02-25 00:00:00,Cell#,0961,H,185,74.5,2,2,B,0961,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,454,1287,female,15,15,,,,,,,,,,,,,,,,,,,Row 1080 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0962,15,3yo Redfish Lake Release,2017,female,3DD.0077818633,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0962,H,165,55.6,2,2,B,0962,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,429,1163,female,14,14,,,,,,,,,,,,,,,,,,,Row 1081 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0963,15,3yo Redfish Lake Release,2017,male,3DD.007780D9D4,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0963,H,185,72.7,2,2,B,0963,,,,,,,,,216,120,2,n,,,,,,,2017-07-12 00:00:00,462,1286,male,14,14,,,,,,,,,,,,,,,,,,,Row 1082 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0964,15,MORT,2016,,3DD.0077809AE8,,,,FW,2016-02-25 00:00:00,Cell#,0964,H,147,36,2,2,B,0964,,,2016-03-07 00:00:00,141,37.3,2-1,male,imm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 1083 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0965,15,3yo Redfish Lake Release,2017,female,3DD.007780231B,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0965,H,190,80.4,2,2,B,0965,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,451,1172,female,14,14,,,,,,,,,,,,,,,,,,,Row 1084 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0966,15,3yo Redfish Lake Release,2017,male,3DD.007780C000,,,,FW,2016-02-25 00:00:00,Cell#,0966,H,185,75.7,2,2,B,0966,,,,,,,,,,,,,304,397,14,,,,2017-07-12 00:00:00,452,1278,male,15,15,,,,,,,,,,,,,,,,,,,Row 1085 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0967,15,3yo Redfish Lake Release,2017,female,3DD.0077808578,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0967,H,177,72.4,2,2,B,0967,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,449,1215,female,14,14,,,,,,,,,,,,,,,,,,,Row 1086 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0968,15,3yo Redfish Lake Release,2017,male,3DD.007781290A,,,,FW,2016-02-25 00:00:00,Cell#,0968,H,175,64.2,2,2,B,0968,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,401,762,male,15,15,ventral rub,,,,,,,,,,,,,,,,,,Row 1087 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0969,15,3yo Redfish Lake Release,2017,male,3DD.0077800963,,,,FW,2016-02-25 00:00:00,Cell#,0969,H,170,54.7,2,2,B,0969,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,458,1337,male,14,14,,,,,,,,,,,,,,,,,,,Row 1088 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0970,15,3yo Redfish Lake Release,2017,female,3DD.007780C68E,,,,FW,2016-02-25 00:00:00,Cell#,0970,H,158,43.3,2,2,B,0970,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,429,1032,female,15,15,,,,,,,,,,,,,,,,,,,Row 1089 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
