Individual,Species,Disp,Dispyr,Dispsex,Tag Code,Spawner Id,Spawner Lg (Mm),Spawner Wt (G),Rearing,Prepittag/Pittag Date,Fieldidtype,Fieldid,Rear,Pit Length,Pit Weight,Prepit Pool,Postpit Pool,Group,Individual At Pit-Tagging,Pool,Comment,Mortality Date,Mortality Length,Mortality Weight,Mortality Id,Mortalitysex,Comment,4/21/16 Length,4/21/16 Weight,Pool,Vaccinated 4/21/16,9/29/16 Length,9/29/16 Weight,9/29/16 Pool,1/12/17 Length,1/12/17 Weight,1/12/17 Pool,3yo Maturity Sorta Date,3yo Maturity Sorta Length,3yo Maturity Sorta Weight,3yo Maturity Sorta Sex,3yo Maturity Sorta Pool,3yo Maturity Sorta Tote,3yo Maturity Sorta Note,3yo Maturity Sortb Date,3yo Maturity Sortb Length,3yo Maturity Sortb Weight,3yo Maturity Sortb Sex,3yo Maturity Sortb Pool,3yo Maturity Sortb Tote,3yo Maturity Sortb Note,4yo Maturity Sorta Date,4yo Maturity Sorta Length,4yo Maturity Sorta Weight,4yo Maturity Sorta Sex,4yo Maturity Sorta Pool,4yo Maturity Sorta Tote,4yo Maturity Sorta Comment,4yo Maturity Sortb Date,4yo Maturity Sortb Sex,4yo Maturity Sortb Tote,Record Number,Accessed Date,Source Url,Preferred Citation
OneNOAA14BCB_0332,15,3yo Redfish Lake Release,2017,male,3DD.007780B611,,,,FW,2016-02-24 00:00:00,Cell#,0332,H,195,93.2,4.0,4.0,B,0332,,,,,,,,,,,,,318,429,17,,,,2017-07-12 00:00:00,460,1278,male,17,17,,,,,,,,,,,,,,,,,,,Row 446 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0333,15,3yo Redfish Lake Release,2017,male,3DD.00778059B7,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0333,H,168,59.3,4.0,4.0,B,0333,,,,,,,,,,,,,282,299,17,,,,,,,,,,,09/06/2017,,,male,18,,,,,,,,,,,,,Row 447 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0334,15,3yo SPAWNER,2017,female,3DD.007780A7F6,F140,339,386,FW,2016-02-24 00:00:00,Cell#,0334,H,167,61.2,4.0,4.0,B,0334,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,338,431,female,17,17,,,,,,,,,,,,,,,,,,,Row 448 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0335,15,3yo Redfish Lake Release,2017,male,3DD.007780A8B7,,,,FW,2016-02-24 00:00:00,Cell#,0335,H,187,81.2,4.0,4.0,B,0335,,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,410,907,male,18,18,,,,,,,,,,,,,,,,,,,Row 449 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0336,15,MORT,2017,,3DD.007781E017,,,,FW,2016-02-24 00:00:00,Cell#,0336,H,210,120.2,4.0,4.0,B,0336,,,2017-07-16 00:00:00,398,889,17-7,FEMALE,,,,,,,,,,,,2017-07-12 00:00:00,402,819,female,17,17,scol,,,,,,,,,,,,,,,,,,Row 450 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0337,15,3yo Redfish Lake Release,2017,male,3DD.0077813777,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0337,H,203,97.5,4.0,4.0,B,0337,,,,,,,,,237,165,4,n,,,,,,,2017-07-12 00:00:00,462,1289,male,17,17,,,,,,,,,,,,,,,,,,,Row 451 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0338,15,3yo Redfish Lake Release,2017,male,3DD.00778137AF,,,,SW,2016-02-24 00:00:00,Cell#,0338,H,180,79,3.0,7.0,A,0338,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,479,1401,male,26,aft2,,,,,,,,,,,,,,,,,,,Row 452 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0339,15,3yo Redfish Lake Release,2017,female,3DD.0077803E72,,,,SW,2016-02-24 00:00:00,Cell#,0339,H,184,87.2,3.0,7.0,A,0339,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,434,1082,female,26,aft2,,,,,,,,,,,,,,,,,,,Row 453 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0340,15,3yo Redfish Lake Release,2017,female,3DD.007781C255,,,,SW,2016-02-24 00:00:00,Cell#,0340,H,190,93.5,3.0,7.0,A,0340,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,444,1241,female,26,fore,,,,,,,,,,,,,,,,,,,Row 454 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0341,15,3yo SPAWNER,2017,male,3DD.00778073FC,M7,490,1466,SW,2016-02-24 00:00:00,Cell#,0341,H,197,101.7,3.0,7.0,A,0341,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,475,1392,female,26,aft,,,,,,,,,,,,,,,,,,,Row 455 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0342,15,3yo SPAWNER,2017,female,3DD.007781A6CD,F148,439,1127,SW,2016-02-24 00:00:00,Cell#,0342,H,165,58.8,3.0,7.0,A,0342,,0077B651F2 = 17CRC_0209,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,426,1162,female,26,fore2,,,,,,,,,,,,,,,,,,,Row 456 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0343,15,Immature,2016,,3DD.0077818A68,,,,,2016-02-24 00:00:00,Cell#,0343,H,157,51.5,3.0,7.0,A,0343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 457 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0344,15,3yo Redfish Lake Release,2017,female,3DD.00778DB18F,,,,SW,2016-02-24 00:00:00,Cell#,0344,H,210,111.6,3.0,7.0,A,0344,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,412,922,imm,26,26,,08/02/2017,417,898,female,26,aft,,,,,,,,,,,,Row 458 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0345,15,3yo SPAWNER,2017,female,3DD.0077810A7F,F152,460,1260,SW,2016-02-24 00:00:00,Cell#,0345,H,188,86.6,3.0,7.0,A,0345,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,452,1259,female,26,mid2,,,,,,,,,,,,,,,,,,,Row 459 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0346,15,3yo Redfish Lake Release,2017,female,3DD.007780DD5E,,,,SW,2016-02-24 00:00:00,Cell#,0346,H,168,63.5,3.0,7.0,A,0346,,,,,,,,,196,94,7,y,,,,,,,2017-06-28 00:00:00,441,1186,female,26,aft2,,,,,,,,,,,,,,,,,,,Row 460 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0347,15,immature,2018,,3DD.007780805F,,,,SW,2016-02-24 00:00:00,Cell#,0347,H,197,95.2,3.0,7.0,A,0347,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,434,1040,imm,26,26,,08/02/2017,,,imm,26,26,,2018-06-19 00:00:00,552,2476,imm,26,,,2018-08-09 00:00:00,imm,p26,Row 461 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0348,15,3yo Redfish Lake Release,2017,male,3DD.0077808CB8,,,,SW,2016-02-24 00:00:00,Cell#,0348,H,184,84.4,3.0,7.0,A,0348,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,364,676,male,26,mid,,,,,,,,,,,,,,,,,,,Row 462 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0349,15,4yo spawner,2018,female,3DD.0077803DDD,F294,670,4209,SW,2016-02-24 00:00:00,Cell#,0349,H,180,74.8,3.0,7.0,A,0349,,,,,,,,,,,,,331,505,26,,,,2017-06-28 00:00:00,447,1211,imm,26,26,,08/02/2017,,,imm,26,26,,2018-06-19 00:00:00,643,4359,female,26,aft2,,,,,Row 463 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0350,15,3yo Redfish Lake Release,2017,female,3DD.00778CEA65,,,,SW,2016-02-24 00:00:00,Cell#,0350,H,183,66.1,3.0,7.0,A,0350,,,,,,,,,,,,,300,321,26,,,,2017-06-28 00:00:00,431,996,female,26,fore2,,,,,,,,,,,,,,,,,,,Row 464 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0351,15,3yo SPAWNER,2017,male,3DD.00778D46FC,M4,503,1369,SW,2016-02-24 00:00:00,Cell#,0351,H,215,129.8,3.0,7.0,A,0351,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,479,1484,male,26,aft,,,,,,,,,,,,,,,,,,,Row 465 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0352,15,3yo Pettit Lake Release,2017,female,3DD.0077819E05,,,,SW,2016-02-24 00:00:00,Cell#,0352,H,185,77.8,3.0,7.0,A,0352,,,,,,,,,,,,324,450,26,,,,,2017-06-28 00:00:00,467,1387,female,26,aft,,,,,,,,,,,,,,,,,,,Row 466 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0353,15,3yo Pettit Lake Release,2017,female,3DD.007780836A,,,,SW,2016-02-24 00:00:00,Cell#,0353,H,187,83,3.0,7.0,A,0353,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,491,1603,female,26,aft2,,,,,,,,,,,,,,,,,,,Row 467 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0354,15,3yo SPAWNER,2017,female,3DD.00778C2F39,F155,509,1586,SW,2016-02-24 00:00:00,Cell#,0354,H,203,100.5,3.0,7.0,A,0354,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,496,1678,female,26,aft,,,,,,,,,,,,,,,,,,,Row 468 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0355,15,3yo spawner,2017,female,3DD.0077804EF7,F28,391,979,SW,2016-02-24 00:00:00,Cell#,0355,H,177,81.5,3.0,7.0,A,0355,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,373,1050,female,26,mid,"pinch, bloat",,,,,,,,,,,,,,,,,,Row 469 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0356,15,3yo Redfish Lake Release,2017,female,3DD.0077806AAE,,,,SW,2016-02-24 00:00:00,Cell#,0356,H,165,53.2,3.0,7.0,A,0356,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,459,1315,female,26,aft2,,,,,,,,,,,,,,,,,,,Row 470 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0357,15,4yo spawner,2018,male,3DD.00778112E5,M20,546,2173,SW,2016-02-24 00:00:00,Cell#,0357,H,172,61.3,3.0,7.0,A,0357,,,,,,,,,198,92,7,y,,,,,,,2017-06-28 00:00:00,385,694,imm,26,26,,08/02/2017,,,imm,26,26,,2018-06-19 00:00:00,526,1992,male,26,mid,,,,,Row 471 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0358,15,3yo Redfish Lake Release,2017,female,3DD.0077817465,,,,SW,2016-02-24 00:00:00,Cell#,0358,H,175,63.8,3.0,7.0,A,0358,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,398,887,female,26,mid,,,,,,,,,,,,,,,,,,,Row 472 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0359,15,3yo SPAWNER,2017,female,3DD.0077810656,F97,499,1524,SW,2016-02-24 00:00:00,Cell#,0359,H,180,91.8,3.0,7.0,A,0359,,,,,,,,,227,146,7,y,328,454,26,,,,2017-06-28 00:00:00,491,1568,female,26,aft,,,,,,,,,,,,,,,,,,,Row 473 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0360,15,3yo Redfish Lake Release,2017,female,3DD.0077818306,,,,SW,2016-02-24 00:00:00,Cell#,0360,H,164,58.4,3.0,7.0,A,0360,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,414,1076,female,26,mid,,,,,,,,,,,,,,,,,,,Row 474 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0361,15,3yo Redfish Lake Release,2017,female,3DD.007780DB5F,,,,SW,2016-02-24 00:00:00,Cell#,0361,H,242,174.8,3.0,7.0,A,0361,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,498,1641,female,26,mid2,,,,,,,,,,,,,,,,,,,Row 475 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0362,15,4yo spawner,2018,female,3DD.0077813F47,F27,661,3735,SW,2016-02-24 00:00:00,Cell#,0362,H,118,125.3,3.0,7.0,A,0362,,,,,,,,,,,,,345,551,26,,,,2017-06-28 00:00:00,478,1453,imm,26,26,,08/02/2017,,,imm,26,26,,2018-06-19 00:00:00,633,4073,female,26,aft,,,,,Row 476 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0363,15,3yo spawner,2017,female,3DD.0077805D2E,F63,403,737,SW,2016-02-24 00:00:00,Cell#,0363,H,165,61.3,3.0,7.0,A,0363,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,386,774,female,26,mid,,,,,,,,,,,,,,,,,,,Row 477 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0364,15,MORT,2017,,3DD.00778CB317,,,,SW,2016-02-24 00:00:00,Cell#,0364,H,164,55.8,3.0,7.0,A,0364,,,2017-07-04 00:00:00,254,231,26-10,MALE,IMM,,,,,,,,,,,2017-06-28 00:00:00,279,241,imm,26,26,,,,,,,,,,,,,,,,,,,Row 478 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0365,15,3yo Pettit Lake Release,2017,female,3DD.00778108C0,,,,SW,2016-02-24 00:00:00,Cell#,0365,H,188,82.7,3.0,7.0,A,0365,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,449,1282,female,26,mid,,,,,,,,,,,,,,,,,,,Row 479 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0366,15,MORT,2016,,3DD.0077813C7F,,,,SW,2016-02-24 00:00:00,Cell#,0366,H,183,77.5,3.0,7.0,A,0366,,,2016-09-25 00:00:00,242,147.5,26-4,MALE,IMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 480 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0367,15,4yo spawner,2018,female,3DD.00778163FF,F65,590,2485,SW,2016-02-24 00:00:00,Cell#,0367,H,180,71,3.0,7.0,A,0367,,,,,,,,,,,,,304,352,26,,,,2017-06-28 00:00:00,428,1000,imm,26,26,question male,08/02/2017,,,imm,26,26,,2018-06-19 00:00:00,583,2730,female,26,aft,,,,,Row 481 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0368,15,3yo Redfish Lake Release,2017,female,3DD.007781A91B,,,,SW,2016-02-24 00:00:00,Cell#,0368,H,250,212,3.0,7.0,A,0368,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,448,1264,female,26,mid,,,,,,,,,,,,,,,,,,,Row 482 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0369,15,4yo spawner,2018,male,3DD.007781BA76,M11,680,4265,SW,2016-02-24 00:00:00,Cell#,0369,H,190,85.4,3.0,7.0,A,0369,,,,,,,,,,,,,,,,,,,2017-06-28 00:00:00,441,1125,imm,26,26,,08/02/2017,,,imm,26,26,,2018-06-19 00:00:00,631,3868,male,26,aft,,,,,Row 483 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
