,Date/Time Reported,Date/Time Occurred,Location,Incident,CAD #,Report #,Disposition
1550,02/28/2023 11:07 am,02/28/2023 11:07 am - 02/28/2023 11:33 am,Kennedy Library,DOCUMENTATION - General Incident,,230265,Closed
1551,02/28/2023 11:07 am,,Kennedy Library,OTHER OFFENSE - Other Offense,23-02-28-002756,230265,REPORT TAKEN
1552,02/28/2023 10:55 am,,Trinity Hall,ALARM - Fire Alarm,23-02-28-002755,,CALLED PRIOR
1553,02/28/2023 09:00 am,,William & Linda Frost Center For Research & Innovation,ALARM - Fire Alarm,23-02-28-002754,,False/Mechanical
1554,02/28/2023 08:35 am,,Sierra Madre Tower 4,ALARM - Fire Alarm,23-02-28-002753,,CALLED PRIOR
1555,02/28/2023 08:05 am,,Zone 1 East Of California Blvd.,PATROL ACTIVITY,23-02-28-002752,,IN SERVICE
1556,02/28/2023 07:36 am,,Science North,VANDALISM - Malicious Mischief report,23-02-28-002749,230264,REPORT TAKEN
1557,02/28/2023 07:31 am,,Yak?ityutyu - E,LARCENY-THEFT - Theft Report,23-02-28-002748,,IN SERVICE
1558,02/28/2023 04:54 am,,Sierra Madre Hall,ALARM - Fire Alarm,23-02-28-002742,,TURNED OVER TO FACILITY SVS
1559,02/28/2023 03:10 am,,Engineering West,PATROL ACTIVITY - Foot Patrol,23-02-28-002741,,IN SERVICE
1560,02/28/2023 02:57 am,,Red Brick Dorms,PATROL ACTIVITY - Patrol Check,23-02-28-002738,,IN SERVICE
1561,02/28/2023 02:57 am,,Trinity Hall,ALARM - Fire Alarm,23-02-28-002739,,TURNED OVER TO FACILITY SVS
1562,02/28/2023 02:47 am,,Inner Perimeter,PATROL ACTIVITY - Patrol Check,23-02-28-002737,,IN SERVICE
1563,02/28/2023 12:26 am,02/28/2023 12:26 am - 02/28/2023 12:43 am,Sequoia Hall,MEDICAL - Medical Aid,,230261,Closed
1564,02/28/2023 12:26 am,,Sequoia Hall,MEDICAL - Medical Aid,23-02-28-002736,230261,REPORT TAKEN
1565,02/27/2023 11:18 pm,,Unknown On-campus,PROPERTY - Found Property report,23-02-27-002735,,TURNED OVER TO OWNER
1566,02/27/2023 10:18 pm,,Canyon Circle Parking Structure,ALARM - Elevator Emergency/Alarm,23-02-27-002731,,COMPLETED- NO REPORT
1567,02/27/2023 10:14 pm,,Poly Canyon Village Area,PATROL ACTIVITY - Patrol Check,23-02-27-002730,,IN SERVICE
1568,02/27/2023 10:03 pm,,Pcv Inyo,ALARM - Fire Alarm,23-02-27-002729,,False/Cooking related
1569,02/27/2023 09:49 pm,,Cerro Vista  Morro,ALARM - Fire Alarm,23-02-27-002727,,False/Cooking related
1570,02/27/2023 09:22 pm,,Vista Caballo,CITIZEN ASSIST - Attempt to Locate/Contact (specify),23-02-27-002725,,COMPLETED- NO REPORT
1571,02/27/2023 09:20 pm,,Yak?ityutyu - B,ALARM - Fire Alarm,23-02-27-002724,,False/Mechanical
1572,02/27/2023 08:59 pm,,Pcv Inyo,ALARM - Fire Alarm,23-02-27-002723,,False/Mechanical
1573,02/27/2023 08:32 pm,,Sierra Madre Tower 4,ALARM - Fire Alarm,23-02-27-002722,,False/Mechanical
1574,02/27/2023 08:02 pm,,Recreation Center,ALARM - Burglary Alarm,23-02-27-002721,,TURNED OVER TO
1575,02/27/2023 07:27 pm,,Cerro Vista  Morro,ALARM - Fire Alarm,23-02-27-002720,,False/Cooking related
1576,02/27/2023 06:50 pm,,Pcv Buena Vista,ALARM - Fire Alarm,23-02-27-002715,,False/Cooking related
1577,02/27/2023 06:39 pm,,University Drive,TRAFFIC COLLISION - Traffic Collision/Unknown Injury,23-02-27-002714,,IN SERVICE
1578,02/27/2023 05:19 pm,,Pcv Huasna,ALARM - Fire Alarm,23-02-27-002712,,False/Cooking related
1579,02/27/2023 01:15 pm,,University Dining Complex,DOCUMENTATION - General Incident,23-02-27-002707,,IN SERVICE
1580,02/27/2023 11:39 am,,Pcv Aliso,ALARM - Fire Alarm,23-02-27-002700,,False/Human Error
1581,02/27/2023 11:34 am,,Cerro Vista  Cabrillo,ALARM - Elevator Emergency/Alarm,23-02-27-002699,,UNFOUNDED
1582,02/27/2023 11:32 am,,Cerro Vista  Islay,ALARM - Elevator Emergency/Alarm,23-02-27-002698,,False/Human Error
1583,02/27/2023 08:13 am,02/26/2023 11:00 am - 02/27/2023 07:30 am,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230253,
1584,02/27/2023 08:13 am,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-27-002694,230253,REPORT TAKEN
1585,02/27/2023 08:06 am,,Crandall Gymnasium,ALARM - Fire Alarm,23-02-27-002693,,CALLED PRIOR
1586,02/27/2023 08:00 am,,Zone 1 East Of California Blvd.,PATROL ACTIVITY,23-02-27-002692,,IN SERVICE
1587,02/27/2023 07:51 am,02/17/2023 04:30 pm - 02/26/2023 01:40 pm,Agricultural Sciences,BURGLARY - BURGLARY:SECOND DEGREE,,230254,Closed
1588,02/27/2023 07:51 am,,Agricultural Sciences,BURGLARY - Burglary report,23-02-27-002691,230254,REPORT TAKEN
1589,02/27/2023 07:50 am,,C-3 Parking Lot,PARKING - Parking Violation,23-02-27-002690,,TURNED OVER TO
1590,02/27/2023 05:33 am,,Center For Science,PROPERTY - Found Property report,23-02-27-002684,,HELD IN DISPATCH
1591,02/27/2023 12:33 am,02/27/2023 12:33 am - 02/27/2023 01:57 am,Village Drive Parking Structure,NARCOTICS - Possess Controlled Substance // DOCUMENTATION - ORDERED TO LEAVE CAMPUS ADVISEMENT // DOMESTIC VIOLENCE - Violation of Domestic Violence Protective Order // CRIMINAL PROCEDURE - Violation of Probation,,230252,Closed
1592,02/27/2023 12:33 am,,Village Drive Parking Structure,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-27-002683,230252,CLEARED BY ARREST
1593,02/27/2023 12:20 am,,Engineering West,PATROL ACTIVITY - Patrol Check,23-02-27-002682,,IN SERVICE
1594,02/26/2023 10:15 pm,,,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-26-002676,,COMPLETED- NO REPORT
1595,02/26/2023 10:15 pm,,Kennedy Library,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-26-002677,,COMPLETED- NO REPORT
1596,02/26/2023 09:51 pm,,Pcv Huasna,ALARM - Elevator Emergency/Alarm,23-02-26-002675,,COMPLETED- NO REPORT
1597,02/26/2023 09:43 pm,,Pcv Gypsum,ALARM - Elevator Emergency/Alarm,23-02-26-002674,,COMPLETED- NO REPORT
1598,02/26/2023 09:41 pm,,Pcv Dover,ALARM - Fire Alarm,23-02-26-002673,,False/Cooking related
1599,02/26/2023 07:50 pm,,Pcv Corralitos,ALARM - Fire Alarm,23-02-26-002672,,False/Cooking related
1600,02/26/2023 07:20 pm,,Pcv Gypsum,ALARM - Fire Alarm,23-02-26-002670,,False/Cooking related
1601,02/26/2023 02:44 pm,02/22/2023 10:30 pm - 02/26/2023 07:30 am,Village Drive Parking Structure,TRAFFIC - Hit &amp; Run - Property Damage,,230251,Closed
1602,02/26/2023 02:44 pm,,Canyon Circle Parking Structure,TRAFFIC COLLISION - Traffic Collision/Hit and Run,23-02-26-002663,230251,REPORT TAKEN
1603,02/26/2023 11:40 am,02/26/2023 11:40 am - 02/26/2023 12:57 pm,Cerro Vista  Romauldo,SUICIDE - Suicidal Subject/Suicide,,230250,Closed
1604,02/26/2023 11:40 am,,Cerro Vista  Romauldo,CITIZEN ASSIST - Check The Welfare,23-02-26-002662,230250,REPORT TAKEN
1605,02/26/2023 10:51 am,,Pcv Corralitos,ALARM - Fire Alarm,23-02-26-002661,,False/Cooking related
1606,02/26/2023 09:52 am,02/25/2023 06:00 pm - 02/26/2023 09:40 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230249,Closed
1607,02/26/2023 09:52 am,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-26-002660,230249,REPORT TAKEN
1608,02/26/2023 09:20 am,02/25/2023 11:00 pm - 02/26/2023 03:30 am,Pcv Buena Vista,VANDALISM - Vandalism - Less Than $400,,230248,Closed
1609,02/26/2023 09:17 am,,Pcv Buena Vista,VANDALISM - Malicious Mischief report,23-02-26-002659,230248,REPORT TAKEN
1610,02/26/2023 06:10 am,,Santa Lucia Hall,CITIZEN ASSIST - Check The Welfare,23-02-26-002656,,COMPLETED- NO REPORT
1611,02/26/2023 01:15 am,,Muir Hall,VANDALISM - Malicious Mischief in progress,23-02-26-002655,230247,REPORT TAKEN
1612,02/26/2023 12:48 am,,Trinity Hall,LARCENY-THEFT - Theft Report,23-02-26-002654,230246,REPORT TAKEN
1613,02/26/2023 12:39 am,02/25/2023 10:00 pm - 02/26/2023 12:10 am,Tenaya Hall,VANDALISM - Vandalism - Less Than $400,,230245,Closed
1614,02/26/2023 12:39 am,,Tenaya Hall,VANDALISM - Malicious Mischief report,23-02-26-002653,230245,REPORT TAKEN
1615,02/26/2023 12:31 am,02/24/2023 11:25 pm - 02/25/2023 11:25 pm,Trinity Hall,VANDALISM - VANDALISM ($400 OR MORE),,230244,Closed
1616,02/26/2023 12:31 am,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-26-002652,230244,REPORT TAKEN
1617,02/26/2023 12:24 am,02/24/2023 11:30 pm - 02/25/2023 11:30 pm,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230243,Closed
1618,02/26/2023 12:24 am,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-26-002651,230243,REPORT TAKEN
1619,02/25/2023 11:55 pm,02/25/2023 12:19 am - 02/26/2023 12:19 am,Yak?ityutyu - D,VANDALISM - Vandalism - Less Than $400,,230242,Closed
1620,02/25/2023 11:55 pm,,Yak?ityutyu - D,VANDALISM - Malicious Mischief report,23-02-25-002650,230242,REPORT TAKEN
1621,02/25/2023 11:50 pm,,Yosemite Tower 2,ALARM - Fire Alarm,23-02-25-002649,,False/Mechanical
1622,02/25/2023 11:42 pm,02/24/2023 09:00 pm - 02/25/2023 09:15 pm,Pcv Estrella,VANDALISM - Vandalism - Less Than $400,,230241,Closed
1623,02/25/2023 11:42 pm,,Pcv Estrella,VANDALISM - Malicious Mischief report,23-02-25-002648,230241,REPORT TAKEN
1624,02/25/2023 11:20 pm,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-25-002647,230240,REPORT TAKEN
1625,02/25/2023 11:16 pm,,Recreation Center Outdoor Pool,ALARM - Fire Alarm,23-02-25-002646,,COMPLETED- NO REPORT
1626,02/25/2023 11:02 pm,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-02-25-002645,,GONE ON ARRIVAL/UNABLE TO LOCATE
1627,02/25/2023 09:53 pm,,Off Campus - 2100 Slack,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-25-002644,,COMPLETED- NO REPORT
1628,02/25/2023 09:03 pm,02/25/2023 09:03 pm - 02/25/2023 09:23 pm,Off Campus - 2400 Loomis Cuesta Canyon Park,DOCUMENTATION - General Incident,,230239,Closed
1629,02/25/2023 09:03 pm,,Off Campus - 2400 Loomis Cuesta Canyon Park,ASSIST - Assist Other Agency,23-02-25-002643,230239,REPORT TAKEN
1630,02/25/2023 07:59 pm,,Cerro Vista Circle,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-25-002641,,COMPLETED- NO REPORT
1631,02/25/2023 07:01 pm,,Pcv Aliso,ALARM - Fire Alarm,23-02-25-002640,,False/Cooking related
1632,02/25/2023 04:40 pm,,Advanced Technology Lab,CITIZEN ASSIST - Public Assist (specify),23-02-25-002636,,IN SERVICE
1633,02/25/2023 04:35 pm,,Pcv Buena Vista,ALARM - Fire Alarm,23-02-25-002635,,False/Cooking related
1634,02/25/2023 03:03 pm,,Pcv Dover,PARKING - Parking Violation,23-02-25-002633,,COMPLETED- NO REPORT
1635,02/25/2023 02:59 pm,,Advanced Technology Lab,CITIZEN ASSIST - Public Assist (specify),23-02-25-002632,,TURNED OVER TO FACILITY SVS
1636,02/25/2023 02:57 pm,,Fremont Hall,ALARM - Fire Alarm,23-02-25-002631,,TURNED OVER TO FACILITY SVS
1637,02/25/2023 02:47 pm,,Pcv Estrella,ALARM - Fire Alarm,23-02-25-002630,,False/Cooking related
1638,02/25/2023 02:30 pm,,Yosemite Tower 3,ALARM - Fire Alarm,23-02-25-002629,,CALLED PRIOR
1639,02/25/2023 12:59 pm,,Pcv Inyo,ALARM - Fire Alarm,23-02-25-002628,,False/Cooking related
1640,02/25/2023 12:47 pm,,University House,CITIZEN ASSIST - Public Assist (specify),23-02-25-002627,,COMPLETED- NO REPORT
1641,02/25/2023 11:56 am,,Performing Arts Center,CITIZEN ASSIST - Public Assist (specify),23-02-25-002626,,TURNED OVER TO FACILITY SVS
1642,02/25/2023 09:36 am,,Yosemite Tower 3,ALARM - Fire Alarm,23-02-25-002624,,TURNED OVER TO FACILITY SVS
1643,02/25/2023 09:27 am,02/24/2023 04:00 pm - 02/25/2023 09:00 am,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230238,
1644,02/25/2023 09:27 am,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-25-002623,230238,REPORT TAKEN
1645,02/25/2023 09:15 am,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-25-002622,,REPORT TAKEN
1646,02/25/2023 09:03 am,02/24/2023 04:00 pm - 02/25/2023 09:00 am,Tenaya Hall,VANDALISM - Vandalism - Less Than $400,,230237,Closed
1647,02/25/2023 09:03 am,,Tenaya Hall,VANDALISM - Malicious Mischief report,23-02-25-002621,230237,REPORT TAKEN
1648,02/25/2023 08:30 am,02/24/2023 04:00 pm - 02/25/2023 09:00 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230236,Closed
1649,02/25/2023 08:30 am,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-25-002620,230236,REPORT TAKEN
1650,02/25/2023 08:27 am,,Center For Science,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-25-002619,230235,REPORT TAKEN
1651,02/25/2023 07:47 am,,Unknown On-campus,MEDICAL - Medical Aid,23-02-25-002616,,GONE ON ARRIVAL/UNABLE TO LOCATE
1652,02/25/2023 04:58 am,,Pcv Buena Vista,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-25-002615,,COMPLETED- NO REPORT
1653,02/25/2023 04:23 am,02/24/2023 07:00 pm - 02/25/2023 04:23 am,Children's Center (asi),BURGLARY - BURGLARY,,230234,Closed
1654,02/25/2023 04:23 am,,Children's Center (asi),BURGLARY - Burglary report,23-02-25-002614,230234,REPORT TAKEN
1655,02/25/2023 03:54 am,,Lassen Hall,ALARM - Fire Alarm,23-02-25-002613,,COMPLETED- NO REPORT
1656,02/25/2023 03:17 am,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-02-25-002612,,COMPLETED- NO REPORT
1657,02/25/2023 02:20 am,,Fremont Hall,ALARM - Fire Alarm,23-02-25-002611,,False/Cooking related
1658,02/25/2023 01:50 am,02/24/2023 11:30 pm - 02/25/2023 01:50 am,Tenaya Hall,VANDALISM - Vandalism - Less Than $400,,230260,Closed
1659,02/25/2023 01:50 am,,Tenaya Hall,VANDALISM - Malicious Mischief report,23-02-25-002609,230260,COMPLETED- NO REPORT
1660,02/25/2023 01:41 am,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-02-25-002608,,False/Nature
1661,02/25/2023 01:25 am,,Muir Hall,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-25-002607,,GONE ON ARRIVAL/UNABLE TO LOCATE
1662,02/25/2023 01:22 am,02/24/2023 11:20 pm - 02/25/2023 01:22 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230259,Closed
1663,02/25/2023 01:22 am,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-25-002606,230259,COMPLETED- NO REPORT
1664,02/25/2023 01:02 am,,Education Building,ALARM - Burglary Alarm,23-02-25-002605,,False/Mechanical
1665,02/25/2023 12:44 am,,Yak?ityutyu - B,ALARM - Burglary Alarm,23-02-25-002604,,SECURE/UNKNOWN
1666,02/25/2023 12:41 am,,Recreation Center,ALARM - Burglary Alarm,23-02-25-002603,,SECURE/UNKNOWN
1667,02/25/2023 12:28 am,,William & Linda Frost Center For Research & Innovation,PATROL ACTIVITY - Foot Patrol,23-02-25-002602,,IN SERVICE
1668,02/25/2023 12:02 am,,Crandall Gymnasium,ALARM - Fire Alarm,23-02-25-002601,,False/Mechanical
1669,02/24/2023 11:50 pm,,Fremont Hall,VANDALISM - Malicious Mischief report,23-02-24-002600,,UNFOUNDED
1670,02/24/2023 11:47 pm,,Pcv Estrella,VANDALISM - Malicious Mischief report,23-02-24-002599,230257,COMPLETED- NO REPORT
1671,02/24/2023 11:35 pm,02/24/2023 09:00 pm - 02/24/2023 11:30 pm,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230256,Closed
1672,02/24/2023 11:35 pm,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-24-002598,230256,COMPLETED- NO REPORT
1673,02/24/2023 11:28 pm,02/23/2023 11:00 pm - 02/24/2023 11:30 pm,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230258,Closed
1674,02/24/2023 11:28 pm,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-24-002597,230258,REPORT TAKEN
1675,02/24/2023 11:05 pm,,Spanos Stadium,PATROL ACTIVITY - Patrol Check,23-02-24-002596,,IN SERVICE
1676,02/24/2023 10:39 pm,02/24/2023 10:39 pm - 02/24/2023 11:00 pm,Sequoia Hall,DOCUMENTATION - OSRR Referral,,230233,Closed
1677,02/24/2023 10:39 pm,,Sequoia Hall,CITIZEN ASSIST - Check The Welfare,23-02-24-002595,230233,REPORT TAKEN
1678,02/24/2023 10:07 pm,,Klamath Road,VEHICLE - Vehicle Stop,23-02-24-002593,,DRIVER WARNED/ADVISED
1679,02/24/2023 10:07 pm,,Pcv Huasna,ALARM - Fire Alarm,23-02-24-002594,,IN SERVICE
1680,02/24/2023 09:55 pm,,Mathematics And Science Area,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-24-002592,,COMPLETED- NO REPORT
1681,02/24/2023 09:21 pm,,Off Campus - Foothill At Carpenter,VEHICLE - Vehicle Stop,23-02-24-002591,,DRIVER WARNED/ADVISED
1682,02/24/2023 08:52 pm,,Cerro Vista  Islay,ALARM - Fire Alarm,23-02-24-002590,,False/Mechanical
1683,02/24/2023 08:18 pm,02/24/2023 08:18 pm - 02/24/2023 08:35 pm,Sierra Madre Hall,ALCOHOL - Alcohol Violation // DOCUMENTATION - OSRR Referral,,230232,Closed
1684,02/24/2023 08:18 pm,,Sierra Madre Hall,DISTURBANCE - Disturbance (specify) In Progress,23-02-24-002588,230232,REPORT TAKEN
1685,02/24/2023 07:18 pm,,Muir Hall,ALARM - Fire Alarm,23-02-24-002584,,False/Mechanical
1686,02/24/2023 07:08 pm,,Recreation Center,LARCENY-THEFT - Theft Report,23-02-24-002583,230231,CANCELLED
1687,02/24/2023 06:59 pm,,Pcv Huasna,ALARM - Fire Alarm,23-02-24-002581,,False/Cooking related
1688,02/24/2023 06:29 pm,,Pcv Foxen,ALARM - Fire Alarm,23-02-24-002579,,False/Cooking related
1689,02/24/2023 06:28 pm,,Yak?ityutyu - C,LARCENY-THEFT - Theft Report,23-02-24-002580,,COMPLETED- NO REPORT
1690,02/24/2023 05:59 pm,,Pcv Inyo,ALARM - Fire Alarm,23-02-24-002577,,False/Cooking related
1691,02/24/2023 05:30 pm,,Cerro Vista  Hollister,ALARM - Elevator Emergency/Alarm,23-02-24-002576,,False/Human Error
1692,02/24/2023 05:28 pm,,Pcv Foxen,ALARM - Fire Alarm,23-02-24-002575,,False/Cooking related
1693,02/24/2023 05:04 pm,,Pcv Huasna,ALARM - Fire Alarm,23-02-24-002574,,False/Cooking related
1694,02/24/2023 04:38 pm,,,DOCUMENTATION - General Incident,23-02-24-002571,,COMPLETED- NO REPORT
1695,02/24/2023 02:35 pm,,Cal Poly Pier,ALARM - Equipment Alarm,23-02-24-002567,,TURNED OVER TO FACILITY SVS
1696,02/24/2023 02:23 pm,,Meat Processing Center,PATROL ACTIVITY - Patrol Check,23-02-24-002565,,IN SERVICE
1697,02/24/2023 01:56 pm,,Chorro Creek Ranch,PATROL ACTIVITY - Patrol Check,23-02-24-002563,,IN SERVICE
1698,02/24/2023 01:50 pm,02/24/2023 01:50 pm - 02/24/2023 01:51 pm,Frank E Pilling Computer Science,DOCUMENTATION - Bike Impound,,230230,
1699,02/24/2023 01:50 pm,,Frank E Pilling Computer Science,DOCUMENTATION - Bike Impound,23-02-24-002560,230230,REPORT TAKEN
1700,02/24/2023 01:44 pm,02/24/2023 01:44 pm - 02/24/2023 01:45 pm,Frank E Pilling Computer Science,DOCUMENTATION - Bike Impound,,230229,
1701,02/24/2023 01:44 pm,,Frank E Pilling Computer Science,DOCUMENTATION - Bike Impound,23-02-24-002558,230229,REPORT TAKEN
1702,02/24/2023 01:21 pm,,Mathematics And Science,PROPERTY - Lost Property,23-02-24-002557,,COMPLETED- NO REPORT
1703,02/24/2023 01:05 pm,02/23/2023 10:00 pm - 02/24/2023 01:08 pm,Tenaya Hall,VANDALISM - Vandalism - Less Than $400,,230228,Closed
1704,02/24/2023 01:05 pm,,Tenaya Hall,VANDALISM - Malicious Mischief report,23-02-24-002556,230228,REPORT TAKEN
1705,02/24/2023 12:51 pm,,Pcv Huasna,ALARM - Elevator Emergency/Alarm,23-02-24-002555,,False/Human Error
1706,02/24/2023 12:12 pm,,Pcv Huasna,ALARM - Fire Alarm,23-02-24-002554,,False/Cooking related
1707,02/24/2023 10:51 am,,Crandall Gymnasium,ALARM - Fire Alarm,23-02-24-002553,,CALLED PRIOR
1708,02/24/2023 10:20 am,02/02/2023 09:00 am - 02/09/2023 09:00 am,Communications Services Storage,DOCUMENTATION - General Incident,,230227,Closed
1709,02/24/2023 10:20 am,,Communications Services Storage,,23-02-24-002552,230227,REPORT TAKEN
1710,02/24/2023 10:09 am,,Robert A. Mott Physical Education,PARKING - Parking Violation,23-02-24-002551,,TURNED OVER TO TAPS
1711,02/24/2023 08:48 am,,Ytt Parking Structure,PARKING - Parking Violation,23-02-24-002549,,TURNED OVER TO TAPS
1712,02/24/2023 05:27 am,,North Perimeter Road,TRAFFIC - Traffic Hazard,23-02-24-002544,,TURNED OVER TO FACILITY SVS
1713,02/24/2023 05:16 am,,Vista Grande,ALARM - Elevator Emergency/Alarm,23-02-24-002543,,UNFOUNDED
1714,02/24/2023 04:39 am,,Off Campus - Foothill At Madonna,CITIZEN ASSIST - Public Assist (specify),23-02-24-002542,,TURNED OVER TO SLPD
1715,02/24/2023 03:52 am,,Cerro Vista  Islay,ALARM - Fire Alarm,23-02-24-002541,,False/Mechanical
1716,02/24/2023 03:06 am,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-02-24-002540,,SECURE/UNKNOWN
1717,02/24/2023 02:43 am,,Cerro Vista Bishop,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-24-002539,,UNFOUNDED
1718,02/23/2023 11:59 pm,02/23/2023 09:45 pm - 02/23/2023 11:40 pm,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230223,Closed
1719,02/23/2023 11:59 pm,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-23-002537,230223,REPORT TAKEN
1720,02/23/2023 11:56 pm,02/23/2023 10:00 pm - 02/23/2023 11:30 pm,Pcv Dover,VANDALISM - Vandalism - Less Than $400,,230224,Closed
1721,02/23/2023 11:56 pm,,Pcv Dover,VANDALISM - Malicious Mischief report,23-02-23-002536,230224,REPORT TAKEN
1722,02/23/2023 11:49 pm,02/23/2023 07:00 pm - 02/23/2023 11:49 pm,Fremont Hall,VANDALISM - Vandalism - Less Than $400,,230226,Closed
1723,02/23/2023 11:49 pm,,Fremont Hall,VANDALISM - Malicious Mischief report,23-02-23-002535,230226,COMPLETED- NO REPORT
1724,02/23/2023 11:47 pm,,Erhart Agricultural Scien,ALARM - Burglary Alarm,23-02-23-002534,,COMPLETED- NO REPORT
1725,02/23/2023 11:28 pm,02/22/2023 11:00 pm - 02/23/2023 11:20 pm,Sequoia Hall,VANDALISM - Vandalism - Less Than $400,,230225,Closed
1726,02/23/2023 11:28 pm,,Sequoia Hall,VANDALISM - Malicious Mischief report,23-02-23-002533,230225,REPORT TAKEN
1727,02/23/2023 10:56 pm,02/23/2023 10:56 pm - 02/23/2023 11:32 pm,Yak?ityutyu - A,MEDICAL - MEDICAL AID - ALCOHOL/DRUG,,230222,Closed
1728,02/23/2023 10:56 pm,,Yak?ityutyu - A,CITIZEN ASSIST - Check The Welfare,23-02-23-002531,230222,COMPLETED- NO REPORT
1729,02/23/2023 09:24 pm,,Cal Poly Pier,ALARM - Equipment Alarm,23-02-23-002528,,False/Mechanical
1730,02/23/2023 09:19 pm,,Cerro Vista  Romauldo,ALARM - Elevator Emergency/Alarm,23-02-23-002527,,UNFOUNDED
1731,02/23/2023 06:58 pm,,Ytt Parking Structure,PARKING - Parking Violation,23-02-23-002522,,TURNED OVER TO TAPS
1732,02/23/2023 05:20 pm,,Yak?ityutyu - H,CITIZEN ASSIST - Public Assist (specify),23-02-23-002518,,COMPLETED- NO REPORT
1733,02/23/2023 04:14 pm,,Ytt Parking Structure,CITIZEN ASSIST - Check The Welfare,23-02-23-002515,,GONE ON ARRIVAL/UNABLE TO LOCATE
1734,02/23/2023 03:06 pm,,Pcv Huasna,ALARM - Fire Alarm,23-02-23-002513,,False/Cooking related
1735,02/23/2023 02:58 pm,02/23/2023 02:58 pm - 02/23/2023 03:19 pm,Health & Wellbeing Center,MEDICAL - Medical Aid,,230221,Closed
1736,02/23/2023 02:58 pm,,Health & Wellbeing Center,MEDICAL - Medical Aid,23-02-23-002512,230221,REPORT TAKEN
1737,02/23/2023 12:35 pm,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-02-23-002508,,IN SERVICE
1738,02/23/2023 12:10 pm,,Pcv Dover,ALARM - Fire Alarm,23-02-23-002507,,False/Cooking related
1739,02/23/2023 12:05 pm,,Pcv Estrella,ALARM - Fire Alarm,23-02-23-002506,,False/Cooking related
1740,02/23/2023 11:53 am,,Ytt Parking Structure,CITIZEN ASSIST - Public Assist (specify),23-02-23-002505,,COMPLETED- NO REPORT
1741,02/23/2023 11:43 am,,Clyde P. Fisher Science Hall,FOLLOWUP - Followup,23-02-23-002504,,COMPLETED- NO REPORT
1742,02/23/2023 11:27 am,,Pcv Buena Vista,ALARM - Fire Alarm,23-02-23-002503,,False/Cooking related
1743,02/23/2023 11:23 am,,Administration,DOCUMENTATION - General Incident,23-02-23-002502,,COMPLETED- NO REPORT
1744,02/23/2023 11:12 am,,Center For Science,LARCENY-THEFT - Theft Report,23-02-23-002501,,COMPLETED- NO REPORT
1745,02/23/2023 10:16 am,02/23/2023 10:16 am - 02/23/2023 10:17 am,Yosemite Tower 3,DOCUMENTATION - Bike Impound,,230219,
1746,02/23/2023 10:16 am,,Yosemite Tower 3,DOCUMENTATION - Bike Impound,23-02-23-002500,230219,REPORT TAKEN
1747,02/23/2023 09:36 am,,Administration,ALARM - Elevator Emergency/Alarm,23-02-23-002499,,COMPLETED- NO REPORT
1748,02/23/2023 08:44 am,02/23/2023 08:44 am - 02/23/2023 09:08 am,North Perimeter Road,TRAFFIC COLLISION - Injury Traffic Collision,,230218,Closed
1749,02/23/2023 08:44 am,,Clyde P. Fisher Science Hall,TRAFFIC COLLISION - Traffic Collision/Unknown Injury,23-02-23-002498,230218,REPORT TAKEN
1750,02/23/2023 07:31 am,,Grand Avenue Parking Structure,ALARM - Fire Alarm,23-02-23-002496,,TURNED OVER TO FACILITY SVS
